Gene ID	Gene Name	Design Element	'triple negative breast cancer tumor' vs 'non-triple negative breast cancer tumor'.p-value	'triple negative breast cancer tumor' vs 'non-triple negative breast cancer tumor'.t-statistic	'triple negative breast cancer tumor' vs 'non-triple negative breast cancer tumor'.log2foldchange
ENSG00000166693	OR5M13P	7948150	NA	0.853853975975245	0.1
ENSG00000166704	ZNF606	8039719	NA	0.824503570938648	0.2
ENSG00000166707	ZCCHC18	8169083	NA	3.00089711208075	0.5
ENSG00000166710	B2M	7983360	NA	0.0239964606238171	0
ENSG00000166716	ZNF592	7985605	NA	-0.859319887484463	-0.1
ENSG00000166734	GOLM2	7983321	NA	-0.912851039678618	-0.1
ENSG00000166736	HTR3A	7943969	NA	0.817882938669961	0.1
ENSG00000166741	NNMT	7943998	NA	-0.583683217999528	-0.1
ENSG00000166743	ACSM1	7999981	0.775813064483008	0.759485428482677	0.7
ENSG00000166747	AP1G1	8002592	NA	-0.826523587169907	-0.2
ENSG00000166750	SLFN5	8006531	0.800838562237977	0.678386450650041	0.2
ENSG00000166762	CATSPER2	7988163	NA	-0.864554799221799	-0.1
ENSG00000166770	ZNF667-AS1	8031646	0.396711328382123	1.69797336578889	0.6
ENSG00000166780	BMERB1	7993458	0.377035048209196	-1.76724283589246	-0.6
ENSG00000166783	MARF1	7999642	NA	-1.25156046484184	-0.2
ENSG00000166787	SAA3P	7946972	NA	-0.606590113275916	-0.1
ENSG00000166788	SAAL1	7946957	NA	1.35716520323104	0.2
ENSG00000166793	YPEL4	7948282	NA	0.914554642091607	0.1
ENSG00000166796	LDHC	7938788	NA	-1.27081208827939	-0.3
ENSG00000166797	CIAO2A	7989611	NA	-2.24122666467697	-0.4
ENSG00000166800	LDHAL6A	7938800	NA	-0.733779837521624	-0.1
ENSG00000166801	FAM111A	7940153	NA	-2.65113228885556	-0.7
ENSG00000166813	KIF7	7991296	NA	1.22328517951149	0.1
ENSG00000166816	LDHD	8002830	NA	0.883807856620148	0.2
ENSG00000166819	PLIN1	7991313	0.923023603073276	-0.299388253705003	-0.2
ENSG00000166821	PEX11A	7991323	NA	-1.78751434612968	-0.4
ENSG00000166822	TMEM170A	8002878	NA	-0.342448220263471	0
ENSG00000166823	MESP1	7991332	NA	0.560396882754197	0.1
ENSG00000166825	ANPEP	7991335	0.918825203573386	-0.3242897410957	-0.2
ENSG00000166828	SCNN1G	7994058	0.357426354178774	1.83475136532827	0.6
ENSG00000166831	RBPMS2	7989670	NA	1.07790458250305	0.2
ENSG00000166833	NAV2	7938834	0.891533668099831	-0.406133884720701	-0.2
ENSG00000166839	ANKDD1A	7984227	NA	1.87552833778457	0.2
ENSG00000166840	GLYATL1	7940135	0.396711328382123	-1.69634280024519	-0.6
ENSG00000166845	C18orf54	8021286	NA	-0.43338826109518	-0.1
ENSG00000166847	DCTN5	7994102	NA	-1.23908013859586	-0.3
ENSG00000166848	TERF2IP	7997281	NA	0.609531337433597	0
ENSG00000166855	CLPX	7989735	NA	-1.10721011092122	-0.1
ENSG00000166856	GPR182	7956281	NA	-0.428662852230513	0
ENSG00000166860	ZBTB39	7964300	NA	1.03631395722615	0.1
ENSG00000166862	CACNG2	8075820	NA	-0.0112491366252953	0
ENSG00000166863	TAC3	7964303	NA	0.467339597403344	0.1
ENSG00000166866	MYO1A	7964316	NA	0.641178461583812	0.1
ENSG00000166869	CHP2	7994123	NA	-0.0231085711745042	0
ENSG00000166881	NEMP1	7964347	NA	-1.15990437382062	-0.3
ENSG00000166886	NAB2	7956287	NA	0.391913403217614	0.1
ENSG00000166887	VPS39	7987840	NA	-2.25111911028731	-0.3
ENSG00000166888	STAT6	7964360	NA	-0.474029834945022	-0.1
ENSG00000166889	PATL1	7948399	NA	0.216463086084675	0
ENSG00000166896	ATP23	7956648	NA	-1.41898922757858	-0.3
ENSG00000166897	ELFN2	8075921	NA	0.17739574892199	0
ENSG00000166900	STX3	7940191	NA	0.596704614043698	0.1
ENSG00000166902	MRPL16	7948424	NA	0.878324575702911	0.1
ENSG00000166908	PIP4K2C	7956524	NA	-2.36483829062538	-0.6
ENSG00000166912	MTMR10	7987048	NA	-0.267747222653931	0
ENSG00000166913	YWHAB	8062880	NA	-1.09354664918402	-0.2
ENSG00000166920	C15orf48	7983478	NA	-0.813194179227901	-0.2
ENSG00000166922	SCG5	7982366	NA	1.21259581085198	0.2
ENSG00000166923	GREM1	7982377	0.834822947846376	-0.57908949354267	-0.2
ENSG00000166924	NYAP1	8134827	NA	0.86359506402323	0.1
ENSG00000166925	TSC22D4	8141526	NA	3.35309284913263	0.5
ENSG00000166926	MS4A6E	7940253	NA	1.12654549380251	0.1
ENSG00000166930	MS4A5	7940279	NA	-0.110905958860221	0
ENSG00000166938	DIS3L	7984298	NA	-2.56156725016324	-0.5
ENSG00000166946	CCNDBP1	7983173	NA	-1.01580890880626	-0.2
ENSG00000166947	EPB42	7988033	NA	0.619113611611815	0.1
ENSG00000166948	TGM6	8060447	NA	0.0310835004135119	0
ENSG00000166949	SMAD3	7984364	NA	-0.57778567098799	-0.1
ENSG00000166959	MS4A8	7940323	NA	-0.656323031992214	-0.2
ENSG00000166960	CCDC178	8022831	NA	0.10124776723179	0
ENSG00000166961	MS4A15	7940333	NA	0.574165342786997	0.2
ENSG00000166963	MAP1A	7983228	NA	1.55390220394876	0.3
ENSG00000166965	RCCD1	7986186	NA	-0.573013738015396	-0.1
ENSG00000166974	MAPRE2	8020878	NA	2.21763785997653	0.5
ENSG00000166979	EVA1C	8068202	NA	0.530140240475112	0.1
ENSG00000166986	MARS1	7956443	NA	-0.585626459371015	-0.1
ENSG00000166987	MBD6	7956470	NA	-1.15322031330799	-0.2
ENSG00000166997	CNPY4	8134730	NA	-0.257690852198945	-0.1
ENSG00000167011	NAT16	8141669	NA	0.544723723163292	0.1
ENSG00000167014	TERB2	7983381	NA	0.38456360208555	0.1
ENSG00000167034	NKX3-1	8149811	NA	-0.475358188864309	-0.1
ENSG00000167037	SGSM1	8071953	NA	-0.262149673886654	0
ENSG00000167046		8067543	NA	-0.087680263851756	0
ENSG00000167065	DUSP18	8075423	NA	-0.331551691923127	0
ENSG00000167074	TEF	8073422	NA	-0.75957630777227	-0.1
ENSG00000167077	MEI1	8073474	NA	0.910089483178966	0.1
ENSG00000167080	B4GALNT2	8008172	0.805153572420375	-0.665104258154202	-0.2
ENSG00000167081	PBX3	8157890	NA	0.376079533279365	0.1
ENSG00000167083	GNGT2	8016532	NA	1.67743742120098	0.2
ENSG00000167085	PHB	8016552	NA	-0.742837159420152	-0.1
ENSG00000167088	SNRPD1	8020411	NA	-0.306632866600143	-0.1
ENSG00000167094	TTC16	8158094	NA	0.524748608621996	0
ENSG00000167098	SUN5	8065652	NA	-0.27550256835893	0
ENSG00000167100	SAMD14	8016615	NA	0.169623582236476	0
ENSG00000167103	PIP5KL1	8164328	NA	1.08415912021146	0.1
ENSG00000167104	BPIFB6	8061799	NA	0.490633619449005	0.1
ENSG00000167105	TMEM92	8008289	NA	-0.307443855676134	0
ENSG00000167106	FAM102A	8164343	NA	0.0106573977394911	0
ENSG00000167107	ACSF2	8008321	NA	-1.10724957828751	-0.3
ENSG00000167110	GOLGA2	8164398	NA	-0.247472940898159	-0.1
ENSG00000167112	TRUB2	8164428	NA	-0.779062656362904	-0.1
ENSG00000167113	COQ4	8158214	NA	-1.56183376272793	-0.2
ENSG00000167114	SLC27A4	8158224	NA	-0.061818837424059	0
ENSG00000167117	ANKRD40CL	8016735	NA	1.17085371379026	0.1
ENSG00000167118	URM1	8158242	NA	-0.191743346959787	0
ENSG00000167123	CERCAM	8158250	NA	0.348641139234609	0.1
ENSG00000167130	DOLPP1	8158513	NA	-1.30665720805289	-0.3
ENSG00000167136	ENDOG	8158418	NA	0.353741838335386	0
ENSG00000167139	TBC1D21	7984759	NA	3.46348292282369	0.3
ENSG00000167157	PRRX2	8158554	NA	0.198336815704043	0
ENSG00000167173	C15orf39	7984952	NA	1.3041768230872	0.2
ENSG00000167178	ISLR2	7984802	NA	0.771233767661413	0.1
ENSG00000167182	SP2	8008052	NA	-0.446724139685912	-0.1
ENSG00000167183	PRR15L	8016387	NA	-1.66631546424779	-0.4
ENSG00000167186	COQ7	7993608	0.270897587303475	-2.1534685825933	-0.6
ENSG00000167191	GPRC5B	7999909	0.11974116176147	3.06928772762853	1.1
ENSG00000167193	CRK	8011018	NA	0.410814804561459	0.1
ENSG00000167194	C16orf92	7994730	NA	1.15869462061383	0.1
ENSG00000167196	FBXO22	7985053	NA	-1.9295206075451	-0.2
ENSG00000167202	TBC1D2B	7990657	NA	1.36761136392684	0.3
ENSG00000167207	NOD2	7995539	NA	-0.0879628034091262	0
ENSG00000167208	SNX20	8001373	NA	2.86767324480477	0.4
ENSG00000167210	LOXHD1	8023080	NA	0.218549316472929	0
ENSG00000167216	KATNAL2	8021131	NA	-1.83902619502314	-0.2
ENSG00000167232	ZNF91	8035842	0.847159027374566	-0.550173631536403	-0.2
ENSG00000167257	RNF214	7944096	NA	-0.119768419945247	0
ENSG00000167258	CDK12	8006850	0.516448129036631	-1.38504717905037	-0.7
ENSG00000167261	DPEP2	8002194	NA	2.42331344320669	0.3
ENSG00000167264	DUS2	7996725	NA	2.21528862945711	0.3
ENSG00000167272	POP5	7967084	NA	-0.482832720732717	-0.1
ENSG00000167280	ENGASE	8010295	NA	2.5037573315239	0.3
ENSG00000167281	RBFOX3	8018993	NA	0.444474837737799	0.1
ENSG00000167283	ATP5MG	7944216	NA	-0.137392620826955	0
ENSG00000167286	CD3D	7952056	0.200714649184973	2.51821025723549	0.8
ENSG00000167291	TBC1D16	8019031	NA	-0.84543645515256	-0.1
ENSG00000167302	TEPSIN	8019136	NA	1.80787130105898	0.2
ENSG00000167306	MYO5B	8023267	0.236190216528023	-2.31072681254757	-0.7
ENSG00000167311	ART5	7945882	NA	1.22907242013572	0.1
ENSG00000167315	ACAA2	8023261	NA	0.152655032408174	0
ENSG00000167323	STIM1	7937900	NA	2.03117057750358	0.4
ENSG00000167325	RRM1	7937915	NA	-0.773999482159245	-0.2
ENSG00000167332	OR51E2	7945991	NA	0.649731093579564	0.1
ENSG00000167333	TRIM68	7945979	NA	-0.207427467664992	-0.1
ENSG00000167346	MMP26	7937961	NA	1.48888939887691	0.2
ENSG00000167355	OR51B5	7946071	NA	0.352215360990987	0
ENSG00000167359	OR51I1	7946073	NA	-2.26326904290299	-0.2
ENSG00000167360	OR51Q1	7938004	NA	0.477012981938669	0
ENSG00000167363	FN3K	8010841	NA	-0.590763311058208	-0.1
ENSG00000167378	IRGQ	8037352	NA	-0.223240497169004	0
ENSG00000167380	ZNF226	8029399	NA	-0.3776306712836	-0.1
ENSG00000167384	ZNF180	8037474	NA	-1.06260046949931	-0.1
ENSG00000167390	POM121L3P	8061402	NA	-0.0276903000915804	0
ENSG00000167393	PPP2R3B	8176986	NA	0.408974568249228	0
ENSG00000167394	ZNF668	8000974	NA	0.35417503144939	0
ENSG00000167395	ZNF646	7995033	NA	-0.829677985323609	-0.1
ENSG00000167414	GNG8	8037785	NA	1.98273244565221	0.2
ENSG00000167419	LPO	8008736	NA	1.59268357182163	0.1
ENSG00000167434	CA4	8008900	NA	0.282610460906911	0
ENSG00000167447	SMG8	8008795	NA	-0.67745877356191	-0.2
ENSG00000167459	LINC00905	8026503	NA	1.63403129768514	0.2
ENSG00000167460	TPM4	8026513	NA	1.31114317524118	0.2
ENSG00000167461	RAB8A	8026520	NA	-0.547511663068372	-0.1
ENSG00000167468	GPX4	8024194	NA	-1.10523676117155	-0.2
ENSG00000167470	MIDN	8024228	NA	-1.42490269094238	-0.2
ENSG00000167476	JSRP1	8032465	NA	1.42820235098099	0.1
ENSG00000167483	NIBAN3	8026787	NA	3.53683850198889	0.7
ENSG00000167487	KLHL26	8027049	NA	-1.33195862722825	-0.1
ENSG00000167491	GATAD2A	8027169	NA	0.568361530297535	0.1
ENSG00000167508	MVD	8003332	NA	-0.298286437797844	-0.1
ENSG00000167513	CDT1	7997839	NA	-0.0224522169476666	0
ENSG00000167515	TRAPPC2L	7997852	NA	0.0941432023587187	0
ENSG00000167522	ANKRD11	8003448	NA	0.869856794491486	0.1
ENSG00000167523	SPATA33	7997976	NA	-0.460847574055607	-0.1
ENSG00000167525	PROCA1	8013747	NA	-0.245705788398245	0
ENSG00000167528	ZNF641	7962794	NA	1.10262325289594	0.1
ENSG00000167531	LALBA	7962804	NA	1.71738392961502	0.3
ENSG00000167535	CACNB3	7955142	NA	-0.358707569404221	-0.1
ENSG00000167543	TP53I13	8006052	NA	-0.74893396075631	-0.1
ENSG00000167548	KMT2D	7962951	NA	0.190061878044892	0
ENSG00000167549	CORO6	8013947	0.784654813686843	-0.735082917517683	-0.2
ENSG00000167550	RHEBL1	7963009	NA	-0.450268968220112	0
ENSG00000167552	TUBA1A	7963054	NA	0.26693330887247	0.1
ENSG00000167553	TUBA1C	7955179	0.844279513693399	-0.559620907301383	-0.2
ENSG00000167554	ZNF610	8030914	NA	0.300239184942851	0.1
ENSG00000167555	ZNF528	8030931	0.712333706501933	0.921503233564218	0.3
ENSG00000167562	ZNF701	8030950	NA	-1.00685313349355	-0.3
ENSG00000167565	SERTAD3	8036908	NA	-2.79367639864232	-0.6
ENSG00000167566	NCKAP5L	7963121	NA	-1.03553533299	-0.1
ENSG00000167580	AQP2	7955290	NA	1.28463995476907	0.1
ENSG00000167588	GPD1	7955348	0.877534784644888	-0.443959867117287	-0.2
ENSG00000167595	PROSER3	8028016	NA	-0.984771826064239	-0.1
ENSG00000167600	CYP2S1	8028991	NA	2.22610608217979	0.2
ENSG00000167601	AXL	8029006	NA	0.602589126882259	0.2
ENSG00000167604	NFKBID	8036207	NA	0.9317896485921	0.1
ENSG00000167608	TMC4	8039144	0.131018752863825	-2.96673659005251	-0.9
ENSG00000167612	ANKRD33	7955551	NA	1.48594510996617	0.1
ENSG00000167613	LAIR1	8039257	0.715677419772264	0.917603272033596	0.3
ENSG00000167614	TTYH1	8031157	NA	3.18012758239466	0.8
ENSG00000167615	LENG8	8031176	NA	0.858158100162932	0.2
ENSG00000167617	CDC42EP5	8039273	NA	2.26748855522199	0.3
ENSG00000167618	LAIR2	8031196	NA	1.61610528952411	0.2
ENSG00000167619	TMEM145	8029219	NA	0.182151385996125	0
ENSG00000167625	ZNF526	8029188	NA	0.685874011263483	0.1
ENSG00000167632	TRAPPC9	8153175	NA	0.597537377837817	0.1
ENSG00000167633	KIR3DL1	8039871	NA	1.88746614680826	0.2
ENSG00000167634	NLRP7	8039280	NA	1.39715649930502	0.2
ENSG00000167635	ZNF146	7895954	NA	0.601219447923739	0.1
ENSG00000167637	ZNF283	8029321	NA	-0.724877822002148	-0.2
ENSG00000167641	PPP1R14A	8036473	NA	1.26060727351691	0.2
ENSG00000167642	SPINT2	8028311	0.460554395909881	-1.52023766351884	-0.5
ENSG00000167645	YIF1B	8036483	NA	-0.672490477492475	-0.1
ENSG00000167646	DNAAF3	8039362	NA	-1.00881664102372	-0.1
ENSG00000167653	PSCA	8148548	NA	0.269306554634051	0.1
ENSG00000167654	ATCAY	8024712	NA	2.23839408917103	0.2
ENSG00000167656	LY6D	8153359	NA	0.670304830393261	0.1
ENSG00000167657	DAPK3	8032718	NA	-0.834932313401541	-0.1
ENSG00000167658	EEF2	8032730	NA	-0.481883610642794	-0.1
ENSG00000167664	TMIGD2	8032782	NA	1.57279099947083	0.1
ENSG00000167670	CHAF1A	8024843	NA	-0.454770345935511	-0.1
ENSG00000167671	UBXN6	8032815	NA	-0.841979063364291	-0.1
ENSG00000167674	HDGFL2	8024864	NA	1.06336918871085	0.1
ENSG00000167676	PLIN4	8032829	0.96646899946505	0.144257344756083	0.1
ENSG00000167680	SEMA6B	8032839	NA	0.652781602185496	0.1
ENSG00000167685	ZNF444	8031617	NA	1.01964634277587	0.1
ENSG00000167693	NXN	8010967	NA	2.986092034279	0.6
ENSG00000167695	TLCD3A	8003611	NA	1.24919785499142	0.3
ENSG00000167699	GLOD4	8010949	NA	-0.0222468119231006	0
ENSG00000167700	MFSD3	8148917	NA	-0.0416318564767036	0
ENSG00000167701	GPT	8148902	NA	1.50903201164196	0.2
ENSG00000167702	KIFC2	8148867	NA	0.384783714319752	0.1
ENSG00000167703	SLC43A2	8011093	NA	1.78062365338003	0.4
ENSG00000167705	RILP	8011131	NA	1.06594503166101	0.2
ENSG00000167711	SERPINF2	8003656	NA	1.61092867796933	0.2
ENSG00000167716	WDR81	8003639	NA	1.61154053693325	0.2
ENSG00000167720	SRR	8003722	NA	-0.658531821239639	-0.2
ENSG00000167721	TSR1	8011245	NA	1.19878795232151	0.2
ENSG00000167723	TRPV3	8011354	NA	2.36972637784006	0.5
ENSG00000167733	HSD11B1L	8024956	NA	0.549146640467747	0.1
ENSG00000167740	CYB5D2	8003850	NA	-0.347163457562796	-0.1
ENSG00000167741	GGT6	8011671	NA	-0.692210293989937	-0.1
ENSG00000167748	KLK1	8038633	NA	0.981911915918984	0.1
ENSG00000167749	KLK4	8038655	NA	-0.150028924349694	0
ENSG00000167751	KLK2	8030768	NA	0.5011724415564	0.1
ENSG00000167754	KLK5	8038670	0.762990176206407	0.795958812483174	0.5
ENSG00000167755	KLK6	8038683	0.341157411477476	1.89311583460123	1.3
ENSG00000167757	KLK11	8038735	0.863575080235954	-0.506152200987441	-0.2
ENSG00000167759	KLK13	8038760	NA	-0.105415638354733	0
ENSG00000167766	ZNF83	8038967	NA	-1.36331128331955	-0.4
ENSG00000167767	KRT80	7963333	NA	-1.89845112862229	-0.5
ENSG00000167768	KRT1	7963491	NA	0.23466093899127	0
ENSG00000167769	ACER1	8033151	NA	2.08225349248805	0.4
ENSG00000167770	OTUB1	7940840	NA	-0.598240727636165	-0.1
ENSG00000167771	RCOR2	7949021	NA	1.94748113944538	0.4
ENSG00000167772	ANGPTL4	8025402	NA	0.863373462391102	0.2
ENSG00000167775	CD320	8033554	NA	0.966716267269566	0.1
ENSG00000167778	SPRYD3	7963577	NA	-1.89180437664563	-0.2
ENSG00000167779	IGFBP6	7955694	NA	0.459901736585383	0.1
ENSG00000167780	SOAT2	7955702	NA	2.03205341484821	0.2
ENSG00000167785	ZNF558	8033667	NA	-0.467185475037607	-0.1
ENSG00000167791	CABP2	7949843	NA	1.42269983131562	0.2
ENSG00000167792	NDUFV1	7941946	NA	0.641058181057406	0.2
ENSG00000167797	CDK2AP2	7949836	NA	0.330408969209166	0
ENSG00000167798	C3P1	8025522	NA	-0.0281411132229404	0
ENSG00000167799	NUDT8	7949857	NA	0.693107203453375	0.1
ENSG00000167800	TBX10	7949863	NA	0.826431289275612	0.1
ENSG00000167815	PRDX2	8034544	NA	-0.977699251358942	-0.2
ENSG00000167822	OR8J3	7948119	NA	0.650752614218881	0.1
ENSG00000167825	OR5I1	7948109	NA	1.86687239781245	0.2
ENSG00000167840	ZNF232	8011817	NA	1.46834008261407	0.3
ENSG00000167842	MIS12	8004144	NA	1.38720635424737	0.2
ENSG00000167850	CD300C	8018177	NA	1.9531195383575	0.3
ENSG00000167851	CD300A	8009653	NA	1.1432957731616	0.2
ENSG00000167858	TEKT1	8011990	NA	-0.0706078439515303	0
ENSG00000167861	HID1	8018264	0.42204756674793	-1.62405194722679	-0.6
ENSG00000167862	MRPL58	8009727	NA	-1.05975276069082	-0.3
ENSG00000167863	ATP5PD	8018288	NA	-1.68250976461102	-0.4
ENSG00000167880	EVPL	8018579	NA	1.63941086877123	0.2
ENSG00000167881	SRP68	8018600	NA	-0.823762290407609	-0.1
ENSG00000167889	MGAT5B	8010113	NA	2.84807711983845	0.3
ENSG00000167895	TMC8	8010212	NA	3.37265541148272	0.6
ENSG00000167900	TK1	8018849	NA	-1.68374587484724	-0.4
ENSG00000167904	TMEM68	8150846	NA	-0.241097184420722	-0.1
ENSG00000167910	CYP7A1	8150920	NA	0.875823087439076	0.1
ENSG00000167912		8146559	NA	2.22324477137721	0.3
ENSG00000167914	GSDMA	8006968	NA	0.864525947125698	0.1
ENSG00000167916	KRT24	8015060	NA	0.0414180092282959	0
ENSG00000167920	TMEM99	8007108	0.250315720039736	-2.22514389482761	-0.6
ENSG00000167925	GHDC	8015575	NA	-0.183350732877742	0
ENSG00000167941	SOST	8015827	NA	-0.63934913174214	-0.1
ENSG00000167962	ZNF598	7998679	NA	0.179346321100667	0
ENSG00000167964	RAB26	7992518	NA	-1.29324862166312	-0.2
ENSG00000167965	MLST8	7992552	NA	0.0620970362289968	0
ENSG00000167967	E4F1	7992568	NA	-0.549963130265131	-0.1
ENSG00000167968	DNASE1L2	7992584	NA	0.465885245623728	0.1
ENSG00000167969	ECI1	7998762	NA	-0.576190810672318	-0.1
ENSG00000167971	CASKIN1	7998724	NA	-0.00153868465285246	0
ENSG00000167972	ABCA3	7998784	0.982894413398936	-0.0910146489238608	0
ENSG00000167977	KCTD5	7992685	NA	-0.115360303143321	0
ENSG00000167978	SRRM2	7992692	NA	0.288372857678271	0.1
ENSG00000167981	ZNF597	7998978	0.682345233706105	-0.993707386731474	-0.3
ENSG00000167984	NLRC3	7998983	NA	2.65476358319263	0.4
ENSG00000167986	DDB1	7948534	NA	0.313754171841226	0
ENSG00000167987	VPS37C	7948504	NA	-1.42253247805393	-0.2
ENSG00000167992	VWCE	7948511	NA	0.347085031566755	0
ENSG00000167994	RAB3IL1	7948643	NA	0.841951399892897	0.1
ENSG00000167995	BEST1	7940582	NA	1.11659926603368	0.1
ENSG00000167996	FTH1	7948656	NA	-2.42436535570866	-0.4
ENSG00000168002	POLR2G	7940688	NA	-0.438840610170011	-0.1
ENSG00000168003	SLC3A2	7940717	NA	-0.240304833426994	-0.1
ENSG00000168004	PLAAT5	7948973	NA	-0.345640603254	-0.1
ENSG00000168005	SPINDOC	7940790	NA	1.15771107573149	0.1
ENSG00000168010	ATG16L2	7942381	NA	0.10330039927184	0
ENSG00000168014	C2CD3	7950336	0.667947624209319	-1.03084002819422	-0.4
ENSG00000168016	TRANK1	8086125	NA	1.76604097184234	0.5
ENSG00000168026	TTC21A	8078857	NA	0.427584574636121	0.1
ENSG00000168032	ENTPD3	8078971	NA	-0.103233236971954	0
ENSG00000168036	CTNNB1	8079021	NA	1.59092252351423	0.3
ENSG00000168038	ULK4	8086372	NA	0.219590437837228	0.1
ENSG00000168040	FADD	7942168	NA	-0.596392498212774	-0.1
ENSG00000168056	LTBP3	7949412	NA	0.173915787696531	0
ENSG00000168060	NAALADL1	7949344	NA	1.43659880620623	0.2
ENSG00000168062	BATF2	7949340	NA	1.39466220664666	0.2
ENSG00000168065	SLC22A11	7941062	NA	0.643589756783582	0.1
ENSG00000168066	SF1	7949146	NA	0.857388940813521	0.1
ENSG00000168067	MAP4K2	7949172	NA	0.704878416176283	0.1
ENSG00000168070	MAJIN	7949327	NA	0.812852696693431	0.1
ENSG00000168071	CCDC88B	7941004	NA	1.89410340070401	0.2
ENSG00000168077	SCARA3	8145555	NA	1.21871727408384	0.2
ENSG00000168078	PBK	8149955	0.991723931919565	0.0384412660367133	0
ENSG00000168079	SCARA5	8149966	NA	1.02642360612546	0.2
ENSG00000168081	PNOC	8145603	NA	3.62179827374225	0.5
ENSG00000168090	COPS6	8134699	NA	-1.14129975698721	-0.2
ENSG00000168092	PAFAH1B2	7944042	NA	-0.977425520184434	-0.2
ENSG00000168096	ANKS3	7999177	NA	0.0684951661075908	0
ENSG00000168116	KIAA1586	8120378	NA	1.01627200796434	0.2
ENSG00000168118	RAB4A	7910398	NA	-1.31028061899472	-0.2
ENSG00000168124	OR1F1	7992863	NA	2.91845366085852	0.4
ENSG00000168126	OR2W6P	8117620	0.643242254038505	1.08627372892332	0.3
ENSG00000168131	OR2B2	8124547	NA	1.84067541724754	0.2
ENSG00000168135	KCNJ4	8076072	NA	1.87757794107029	0.2
ENSG00000168137	SETD5	8077528	NA	1.86165914251647	0.3
ENSG00000168140	VASN	7992967	NA	1.2236249572296	0.2
ENSG00000168143	FAM83B	8120335	0.532444860243342	1.34626972173389	0.7
ENSG00000168148	H3-4	7924884	NA	0.753372196924435	0.1
ENSG00000168152	THAP9	8096091	NA	-1.29514901746836	-0.3
ENSG00000168158	OR2C1	7992889	NA	0.774237172836005	0.1
ENSG00000168159	RNF187	7910372	NA	-0.95413036597836	-0.1
ENSG00000168172	HOOK3	8146243	NA	2.537712848761	0.6
ENSG00000168175	MAPK1IP1L	7974455	NA	-0.416854135549991	-0.1
ENSG00000168209	DDIT4	7928308	NA	0.530989203332552	0.2
ENSG00000168214	RBPJ	8094460	NA	-0.367733970879749	-0.1
ENSG00000168216	LMBRD1	8127425	NA	0.134044017473566	0
ENSG00000168228	ZCCHC4	8094393	NA	-2.02921212974212	-0.3
ENSG00000168229	PTGDR	7974363	NA	3.45225958714945	0.7
ENSG00000168234	TTC39C	8020630	NA	0.122431177979166	0
ENSG00000168237	GLYCTK	8080212	NA	0.683819152507172	0.1
ENSG00000168243	GNG4	7925250	NA	2.50448407550792	0.5
ENSG00000168246	UBTD2	8115806	NA	-1.54494549068407	-0.2
ENSG00000168256	NKIRAS2	8007197	NA	-1.4011262760117	-0.2
ENSG00000168259	DNAJC7	8015490	NA	-1.11797869729787	-0.1
ENSG00000168263	KCNV2	8154124	NA	1.66363965408712	0.2
ENSG00000168264	IRF2BP2	7925161	NA	-0.0026962128157024	0
ENSG00000168267	PTF1A	7926674	NA	-0.130098153424724	0
ENSG00000168268	NT5DC2	8087935	NA	0.981711460909459	0.3
ENSG00000168269	FOXI1	8109901	NA	-1.07535722783643	-0.2
ENSG00000168273	SMIM4	8080416	NA	-1.94211257027412	-0.3
ENSG00000168275	COA6	7910630	NA	-0.433047074359003	-0.1
ENSG00000168280	KIF5C	8045637	NA	-0.280070598987373	-0.1
ENSG00000168282	MGAT2	7974207	NA	-0.0492148643257224	0
ENSG00000168286	THAP11	7996675	NA	0.375231373200026	0
ENSG00000168288	MMADHC	8055672	NA	-2.95066343685307	-0.6
ENSG00000168291	PDHB	8088384	NA	-1.44419761292714	-0.2
ENSG00000168297	PXK	8080781	NA	0.46500078372132	0.1
ENSG00000168298	H1-4	8117377	NA	0.152181071893567	0
ENSG00000168300	PCMTD1	8150714	NA	0.0340845538955014	0
ENSG00000168301	KCTD6	8080804	NA	-1.28522129394227	-0.3
ENSG00000168303	MPLKIP	8139203	NA	-2.05730707066825	-0.2
ENSG00000168306	ACOX2	8088397	NA	-0.649101389072476	-0.2
ENSG00000168309	FAM107A	8088415	NA	0.882760500885832	0.1
ENSG00000168310	IRF2	8103911	NA	1.02353964972834	0.2
ENSG00000168314	MOBP	8078920	NA	0.19133540554556	0
ENSG00000168329	CX3CR1	8086344	0.835223627721261	0.577287081562427	0.2
ENSG00000168333	PPDPFL	8146393	NA	0.0826950660630118	0
ENSG00000168334	XIRP1	8086341	NA	1.41321123267668	0.1
ENSG00000168348	INSM2	7973943	NA	1.26370355334252	0.2
ENSG00000168350	DEGS2	7981278	NA	-1.63949755348362	-0.4
ENSG00000168356	SCN11A	8086283	0.725209498998662	-0.89516796800263	-0.3
ENSG00000168367	LINC00917	8003230	NA	-0.389022888022708	-0.1
ENSG00000168374	ARF4	8088339	NA	-2.57857515692824	-0.5
ENSG00000168385	SEPTIN2	7896622	NA	-1.23228224255356	-0.1
ENSG00000168386	FILIP1L	8089112	NA	0.0241369786261603	0
ENSG00000168389	MFSD2A	7900365	0.864869574945093	0.495252853699132	0.3
ENSG00000168393	DTYMK	8077262	NA	-1.20767490231086	-0.2
ENSG00000168394	TAP1	8180061	0.96646899946505	0.141699595687598	0.1
ENSG00000168395	ING5	8077226	NA	0.465022461427575	0.1
ENSG00000168397	ATG4B	8077211	NA	-0.683873156452109	-0.1
ENSG00000168398	BDKRB2	7976560	NA	0.218751511051271	0
